PageRank,author,title,year
4.919318621426078e-05,"PedaceLucia,LainoLuigi,PreziosiNicoletta,ValentiniMaria Stella,ScommegnaSalvatore,RaponeAnna Maria,GuarinoNino,BoscheriniBrunetto,De BernardoCarmelilia,MarroccoGiacinto,MajoreSilvia,GrammaticoPaola","['Longitudinal hormonal evaluation in a patient with disorder of sexual development, 46,XY karyotype and one<i>NR5A1</i>mutation']",2014
4.919318621426078e-05,"TrappChristine M,SpeiserPhyllis W,OberfieldSharon E",['Congenital adrenal hyperplasia: an update in children'],2011
4.919318621426078e-05,MikhailFady M.,['Copy number variations and human genetic disease'],2014
4.919318621426078e-05,"PhamJustin,ShawChad,PursleyAmber,HixsonPatricia,SampathSrirangan,RoneyErin,GambinTomasz,KangSung-Hae L,BiWeimin,LalaniSeema,BacinoCarlos,LupskiJames R,StankiewiczPawel,PatelAnkita,CheungSau-Wai","['Somatic mosaicism detected by exon-targeted, high-resolution aCGH in 10\u2009362 consecutive cases']",2014
4.919318621426078e-05,"ShinSo Youn,YooHan-Wook,LeeBeom Hee,KimKun Suk,SeoEul-Ju",['Identification of the mechanism underlying a human chimera by SNP array analysis'],2012
4.919318621426078e-05,"HyonCapucine,Chantot-BastaraudSandra,HarbuzRadu,BhouriRakia,PerrotNicolas,PeycelonMatthieu,SibonyMathilde,RojoSandra,PiguelXavier,BilanFrederic,Gilbert-DussardierBrigitte,KitzisAlain,McElreaveyKen,SiffroiJean-Pierre,BashambooAnu","['Refining the regulatory region upstream of<i>SOX9</i>associated with 46,XX testicular disorders of Sex Development (DSD)']",2015
4.9194492819772245e-05,"DjordjevicMiroslav L.,BizicMarta R.",['Comparison of Two Different Methods for Urethral Lengthening in Female to Male (Metoidioplasty) Surgery'],2013
4.9194492819772245e-05,"SengezerMustafa,ÖztürkSerdar,DeveciMustafa,OdabaşiZeki",['Long-Term Follow-Up of Total Penile Reconstruction with Sensate Osteocutaneous Free Fibula Flap in 18 Biological Male Patients'],2004
4.919701910718897e-05,"PhillipsTiffany R.,WrightDavid K.,GradiePaul E.,JohnstonLeigh A.,PaskAndrew J.",['A Comprehensive Atlas of the Adult Mouse Penis'],2015
4.919701910718897e-05,"AgrasKoray,WillinghamEmily,LiuBenchun,BaskinLaurence S.",['Ontogeny of Androgen Receptor and Disruption of Its mRNA Expression by Exogenous Estrogens During Morphogenesis of the Genital Tubercle'],2006
4.9197432254499254e-05,"CabanasP,García-CaballeroT,BarreiroJ,Castro-FeijóoL,GallegoR,ArévaloT,CañeteR,PomboM",['Papillary thyroid carcinoma after recombinant GH therapy for Turner syndrome'],2005
4.9199106815119034e-05,"CutasDaniela,HensKristien",['Preserving children’s fertility: two tales about children’s right to an open future and the margins of parental obligations'],2014
4.9199106815119034e-05,"GoossensEllen,TournayeHerman","['Male fertility preservation, where are we in 2014?']",2014
4.9199106815119034e-05,BrännströmMats,['Uterus transplantation'],2015
4.9199106815119034e-05,"ParsaAlan A.,NewMaria I.",['Steroid 21-hydroxylase deficiency in congenital adrenal hyperplasia'],2017
4.9199106815119034e-05,"SimardJacques,MoisanAnne Marie,MorelYves",['Congenital Adrenal Hyperplasia due to 3β-Hydroxysteroid Dehydrogenase/ Δ<sup>5</sup>-Δ<sup>4</sup>Isomerase Deficiency'],2002
4.9199106815119034e-05,"PlottonIngrid,d'EstaingSandrine Giscard,CuzinBeatrice,BrosseAurélie,BenchaibMedhi,LornageJacqueline,EcochardRené,DijoudFrederique,LejeuneHervé","['Preliminary Results of a Prospective Study of Testicular Sperm Extraction in Young Versus Adult Patients With Nonmosaic 47,XXY Klinefelter Syndrome']",2015
4.9199106815119034e-05,"RohayemJ.,FrickeR.,CzelothK.,MallidisC.,WistubaJ.,KrallmannC.,ZitzmannM.,KlieschS.","[""Age and markers of Leydig cell function, but not of Sertoli cell function predict the success of sperm retrieval in adolescents and adults with Klinefelter's syndrome""]",2015
4.9199106815119034e-05,"BouetPierre-Emmanuel,GodboutAriane,El HachemHady,LefebvreMaude,BérubéLyne,DionneMarie-Danielle,Kamga-NgandeCarole,LapenséeLouise",['Fertility and Pregnancy in Turner Syndrome'],2016
4.9199106815119034e-05,"LanfrancoFabio,KamischkeAxel,ZitzmannMichael,NieschlagEberhard","[""Klinefelter's syndrome""]",2004
4.9199106815119034e-05,"SchoenhausSamantha A.,LentzScott E.,SaberPeter,MunroMalcom G.,KivnickSeth",['Pregnancy in a hermaphrodite with a male-predominant mosaic karyotype'],2008
4.9199106815119034e-05,"GrayEdith,EvansAnn,ReimondosAnna",['Childbearing desires of childless men and women: When are goals adjusted?'],2013
4.9199106815119034e-05,"MendoncaBerenice B.,BatistaRafael Loch,DomeniceSorahia,CostaElaine M.F.,ArnholdIvo J.P.,RussellDavid W.,WilsonJean D.",['Reprint of “Steroid 5α-reductase 2 deficiency”'],2017
4.919928576885223e-05,"GarrettW. J.,GrunwaldG.,RobinsonD. E.",['Prenatal Diagnosis of Fetal Polycystic Kidney by Ultrasound'],2008
4.919928576885223e-05,"BealerJohn F.,RaisanenJack,SkarsgardErik D.,LongSteven R.,WongKondi,FillyRoy A.,AdzickN.Scott,HarrisonMichael R.",['The incidence and spectrum of neurological injury after open fetal surgery'],1995
4.919928576885223e-05,"VilleY.,BernardJ. P.,DoumercS.,Multon.,FernandezH.,FrydmanR.,BarkiG.",['Transabdominal fetoscopy in fetal anomalies diagnosed by ultrasound in the first trimester of pregnancy'],1996
4.919928576885223e-05,"GonzalezRicardo,ReinbergYuri,BurkeBarbara,WellsThomas,VernierRobert L.",['Early bladder outlet obstruction in fetal lambs induces renal dysplasia and the prune-belly syndrome'],1990
4.919928576885223e-05,WIGGLESWORTHJ,['IS FETAL RESPIRATORY FUNCTION A MAJOR DETERMINANT OF PERINATAL SURVIVAL?*1'],1982
4.919928576885223e-05,"JEEL. D.,RICKWOODA. M. K.,TURNOCKR. R.",['Posterior Urethral Valves. Does Prenatal Diagnosis Influence Prognosis?'],1993
4.919928576885223e-05,"ReznikVivian M.,MurphyJerome L.,MendozaStanley A.,GriswoldWilliam R.,PackerMichael G.,KaplanGeorge W.",['Follow-up of infants with obstructive uropathy detected in utero and treated surgically postnatally'],1989
4.919928576885223e-05,THOMASD.F.M.,['Fetal Uropathy'],1990
4.919928576885223e-05,"EstesJames M.,MacGillivrayThomas E.,HedrickMarc H.,AdzickN.Scott,HarrisonMichael R.",['Fetoscopic surgery for the treatment of congenital anomalies'],1992
4.919928576885223e-05,"MacmahonR.A.,RenouP.M.,ShekeltonP.A.,PatersonP.J.",['In-utero cystostomy'],1992
4.920227477791579e-05,"NefSerge,ParadaLuis F.",['Cryptorchidism in mice mutant for Insl3'],1999
4.9203296936340326e-05,"CatoA. C.,SkrochP.,WeinmannJ.,ButkeraitisP.,PontaH.",['DNA sequences outside the receptor-binding sites differently modulate the responsiveness of the mouse mammary tumour virus promoter to various steroid hormones.'],1988
4.9203296936340326e-05,"HamJonathan,ThomsonAxel,NeedhamMaurice,WebbPaul,ParkerMalcolm","['Characterization of response elements for androgens, glucocorticoids and progestins in mouse mammary tumour virus']",1988
4.920582851416038e-05,GoorenLouis,['The biology of human psychosexual differentiation'],2006
4.920989299698091e-05,"McCauleyElizabeth,SybertVirginia P.,EhrhardtAnke A.",['Psychosocial adjustment of adult women with Turner syndrome'],2008
4.920989299698091e-05,"RosenfeldRon G.,HintzRaymond L.,JohansonAnn J.,ShermanBarry,BraselJo Anne,BursteinStephen,ChernausekSteven,ComptonPeter,FraneJames,GotlinRonald W.,KuntzeJoyce,LippeBarbara M.,MahoneyPatrick C.,MooreWayne V.,NewMaria I.,SaengerPaul,SybertVirginia",['Three-year results of a randomized prospective trial of methionyl human growth hormone and oxandrolone in Turner syndrome'],1988
4.920989299698091e-05,NeufeldNaomi D.,['Disproportionate Growth of the Lower Extremities'],1978
4.920989299698091e-05,"ArulananthamKarunyan,KramerMichael S.,GryboskiJoyce D.",['The Association of Inflammatory Bowel Disease and X Chromosomal Abnormality'],1980
4.920989299698091e-05,"MillerMartha J.,GeffnerMitchell E.,LippeBarbara M.,ItamiRobert M.,KaplanSolomon A.,DiSessaThomas G.,Isabel-JonesJosephine B.,FriedmanWilliam F.",['Echocardiography reveals a high incidence of bicuspid aortic valve in Turner syndrome'],1983
4.920989299698091e-05,"RossJudith Levine,LongLauren Meyerson,LoriauxD. Lynn,CutlerGordon B.",['Growth hormone secretory dynamics in Turner syndrome'],1985
4.920989299698091e-05,"MatthiesFred,MacdiarmidW.D.,RallisonMarvin L.,TylerFrank H.","[""Renal Anomalies in Turner's Syndrome""]",1971
4.920989299698091e-05,"KajiiT.,OhamaK.",['Inverse maternal age effect in monosomy X'],1979
4.920989299698091e-05,"HorowitzSidney L.,MorishimaAkira","[""Palatal abnormalities in the syndrome of gonadal dysgenesis and its variants and in Noonan's syndrome""]",1974
4.920989299698091e-05,"HaddadHeskel M.,WilkinsLawson",['CONGENITAL ANOMALIES ASSOCIATED WITH GONADAL APLASIA'],1959
4.920989299698091e-05,WaberDeborah P.,"[""Neuropsychological Aspects of Turner's Syndrome""]",2008
4.920989299698091e-05,"WarburtonDorothy,KlineJennie,SteinZena,SusserMervyn",['MONOSOMY X: A CHROMOSOMAL ANOMALY ASSOCIATED WITH YOUNG MATERNAL AGE'],1980
4.920989299698091e-05,GarronDavid C.,"[""Intelligence among persons with Turner's syndrome""]",1977
4.920989299698091e-05,"FilipssonR.,LindstenJ.,AlmqvistS.","[""TIME OF ERUPTION OF THE PERMANENT TEETH, CEPHALOMETRIC AND TOOTH MEASUREMENT AND SULPHATION FACTOR ACTIVITY IN 45 PATIENTS WITH TURNER'S SYNDROME WITH DIFFERENT TYPES OF X CHROMOSOME ABERRATIONS""]",1965
4.920989299698091e-05,"LENKOHANNA LIISA,PERHEENTUPAJAAKKO,SÖDERHOLMANNLIS","[""GROWTH IN TURNER'S SYNDROME: SPONTANEOUS AND FLUOXYMESTERONE STIMULATED""]",1979
4.920989299698091e-05,"SerhalPaulF,CraftIanL",['OOCYTE DONATION IN 61 PATIENTS'],1989
4.920991430421477e-05,LongakerM. T.,['Maternal outcome after open fetal surgery. A review of the first 17 human cases'],1991
4.920991430421477e-05,"HOLMESNICHOLAS M.,NGUYENHIEP T.,HARRISONMICHAEL R.,FARMERDIANA L.,BASKINLAURENCE S.",['FETAL INTERVENTION FOR MYELOMENINGOCELE: EFFECT ON POSTNATAL BLADDER FUNCTION'],2001
4.920991430421477e-05,SuttonLeslie N.,['Improvement in Hindbrain Herniation Demonstrated by Serial Fetal Magnetic Resonance Imaging Following Fetal Surgery for Myelomeningocele'],1999
4.920991430421477e-05,"JANSSONU.-B.,HANSONM.,HANSONE.,HELLSTRÖMA.-L.,SILLÉNU.",['VOIDING PATTERN IN HEALTHY CHILDREN 0 TO 3 YEARS OLD: : A LONGITUDINAL STUDY'],2000
4.920991430421477e-05,"ElderJack S.,HladkyDaniel,SelzmanAndrew A.",['Outpatient Nephrectomy for Nonfunctioning Kidneys'],1995
4.920991430421477e-05,"HarrisonMichael R.,LangerJacob C.,AdzickN. Scott,GolbusMitchell S.,FillyRoy A.,AndersonRobert L.,RosenMark A.,CallenPeter W.,GoldsteinRuth B.,deLorimierAlfred A.","['Correction of congenital diaphragmatic hernia in utero, V. Initial clinical experience']",1990
4.920991430421477e-05,"LongakerMichael T.,LabergeJean-Martin,DansereauJean,LangerJacob C.,CrombleholmeTimothy M.,CallenPeter W.,GolbusMitchell S.,HarrisonMichael R.",['Primary fetal hydrothorax: Natural history and management'],1989
4.920991430421477e-05,ElderJack S.,['ANTENATAL HYDRONEPHROSIS'],1997
4.920991430421477e-05,"LangerJacob C.,HarrisonMichael R.,SchmidtKlaus G.,SilvermanNorman H.,AndersonRobert L.,GoldbergJames D.,FillyRoy A.,CrombleholmeTimothy M.,LongakerMichael T.,GolbusMitchell S.",['Fetal hydrops and death from sacrococcygeal teratoma: Rationale for fetal surgery'],1989
4.920991430421477e-05,"RodeckCharles H.,FiskNicholas M.,FraserDavid I.,NicoliniUmberto",['Long-Term in Utero Drainage of Fetal Hydrothorax'],1988
4.920991430421477e-05,"AgarwalSanjiv K.,FiskNicholas M.",['In utero therapy for lower urinary tract obstruction'],2001
4.920991430421477e-05,"DumesicDaniel A.,SilvermanNorman H.,TobiasSerge,GolbusMitchell S.",['Transplacental Cardioversion of Fetal Supra Ventricular Tachycardia with Procainamide'],1982
4.920991430421477e-05,BrunerJoseph P.,['Fetal Surgery for Myelomeningocele and the Incidence of Shunt-Dependent Hydrocephalus'],1999
4.92114030660543e-05,"Kritz-SilversteinDonna,von MühlenDenise G.,Barrett-ConnorElizabeth",['Hysterectomy and oophorectomy are unrelated to bone loss in older women'],2004
4.92114030660543e-05,"FarragAbdul-kader F.,KhedrEman M.,Abdel-AleemHany,RagehTarek A.",['Effect of Surgical Menopause on Cognitive Functions'],2002
4.92114030660543e-05,"NappiR.E.,SinforianiE.,MauriM.,BonoG.,PolattiF.,NappiG.",['Memory Functioning at Menopause: Impact of Age in Ovariectomized Women'],1999
4.92114030660543e-05,"TeplinVanessa,VittinghoffEric,LinFeng,LearmanLee A.,RichterHolly E.,KuppermannMiriam",['Oophorectomy in Premenopausal Women'],2007
4.92114030660543e-05,error,error,
4.92114030660543e-05,"ShifrenJan L.,BraunsteinGlenn D.,SimonJames A.,CassonPeter R.,BusterJohn E.,RedmondGeoffrey P.,BurkiRegula E.,GinsburgElizabeth S.,RosenRaymond C.,LeiblumSandra R.,CaramelliKim E.,JonesKirtley P.,DaughertyClaire A.,MazerNorman A.",['Transdermal Testosterone Treatment in Women with Impaired Sexual Function after Oophorectomy'],2000
4.92114030660543e-05,"AntoniucciDiana M,SellmeyerDeborah E,CauleyJane A,EnsrudKristine E,SchneiderJennifer L,VescoKimberly K,CummingsSteven R,MeltonL Joseph",['Postmenopausal Bilateral Oophorectomy Is Not Associated With Increased Fracture Risk in Older Women'],2004
4.92114030660543e-05,"AscherioA.,ChenH.,SchwarzschildM.A.,ZhangS.M.,ColditzG.A.,SpeizerF.E.","[""Caffeine, postmenopausal estrogen, and risk of Parkinson's disease""]",2003
4.92114030660543e-05,"BenedettiMaria D.,MaraganoreDemetrius M.,BowerJames H.,McDonnellShannon K.,PetersonBrett J.,AhlskogJ. Eric,SchaidDaniel J.,RoccaWalter A.","[""Hysterectomy, menopause, and estrogen use preceding Parkinson's disease: An exploratory case-control study""]",2001
4.92114030660543e-05,error,error,
4.92114030660543e-05,"VestergaardPeter,RejnmarkLars,MosekildeLeif",['Loss of life years after a hip fracture'],2009
4.92114030660543e-05,"KeeneG S,ParkerM J,PryorG A",['Mortality and morbidity after hip fractures.'],1993
4.92114030660543e-05,"BaileyC.L.,UelandF.R.,LandG.L.,DePriestP.D.,GallionH.H.,KryscioR.J.,van NagellJ.R.",['The Malignant Potential of Small Cystic Ovarian Tumors in Women over 50 Years of Age'],1998
4.92114030660543e-05,"RiveraCathleen M.,GrossardtBrandon R.,RhodesDeborah J.,RoccaWalter A.",['Increased Mortality for Neurological and Mental Diseases following Early Bilateral Oophorectomy'],2009
4.92114030660543e-05,"RoccaWalter A.,GrossardtBrandon R.,GedaYonas E.,GostoutBobbie S.,BowerJames H.,MaraganoreDemetrius M.,de AndradeMariza,MeltonL. Joseph",['Long-term risk of depressive and anxiety symptoms after early bilateral oophorectomy'],2008
4.92114030660543e-05,"RoccaW. A.,BowerJ. H.,MaraganoreD. M.,AhlskogJ. E.,GrossardtB. R.,de AndradeM.,MeltonL. J.",['Increased risk of parkinsonism in women who underwent oophorectomy before menopause'],2007
4.92114030660543e-05,NiemanLynnette K,['Management of surgically hypogonadal patients unable to take sex hormone replacement therapy'],2003
4.92114030660543e-05,ShifrenJan L,['Androgen deficiency in the oophorectomized woman'],2002
4.92114030660543e-05,"DekelArie,EfratZeev,OrvietoRaoul,LevyTally,DickerDov,GalRivka,Ben-RafaelZion",['The residual ovary syndrome: a 20-year experience'],1996
4.92114030660543e-05,"GallicchioLisa,WhitemanMaura K.,TomicDragana,MillerKimberly P.,LangenbergPatricia,FlawsJodi A.","['Type of menopause, patterns of hormone therapy use, and hot flashes']",2006
4.92114030660543e-05,"JacobyVanessa L.,GradyDeborah,SawayaGeorge F.",['Oophorectomy as a risk factor for coronary heart disease'],2009
4.92114030660543e-05,"KREIGERNANCY,KELSEYJENNIFER L.,HOLFORDTHEODORE R.,O'CONNORTHERESA",['AN EPIDEMIOLOGIC STUDY OF HIP FRACTURE IN POSTMENOPAUSAL WOMEN'],1982
4.92114030660543e-05,SherwinBarbara B.,['Estrogen and/or androgen replacement therapy and cognitive functioning in surgically menopausal women'],1988
4.92114030660543e-05,RaiszL. G.,['Comparison of the effects of estrogen alone and estrogen plus androgen on biochemical markers of bone formation and resorption in postmenopausal women'],1996
4.92114030660543e-05,"Kritz‐SilversteinDonna,Barrett‐ConnorElizabeth","['Hysterectomy, Oophorectomy, and Cognitive Function in Older Women']",2002
4.92114030660543e-05,"OhtaHiroaki,MakitaKazuya,KomukaiShigeyuki,NozawaShiro",['Bone resorption versus estrogen loss following oophorectomy and menopause'],2002
4.92114030660543e-05,LeiblumS.,['Vaginal atrophy in the postmenopausal woman. The importance of sexual activity and hormones'],1983
4.92114030660543e-05,"MeltonL Joseph,KhoslaSundeep,MalkasianGeorge D,AchenbachSara J,ObergAnn L,RiggsB Lawrence",['Fracture Risk After Bilateral Oophorectomy in Elderly Women'],2003
4.92114030660543e-05,"RagoneseP.,D'AmelioM.,SalemiG.,AridonP.,GamminoM.,EpifanioA.,MorganteL.,SavettieriG.",['Risk of Parkinson disease in women: Effect of reproductive characteristics'],2004
4.92114030660543e-05,"KreigerN,SloanM,CotterchioM,KirshV",['The risk of breast cancer following reproductive surgery'],1999
4.921331372093094e-05,"ReadChristopher M.,CaryPeter D.,Crane-RobinsonColyn,DriscollPaul C.,NormanDavid G.",['Solution structure of a DNA-binding domain from HMG1'],1993
4.921331372093094e-05,"van de WeteringM.,CleversH.",['Sequence-specific interaction of the HMG box proteins TCF-1 and SRY occurs within the minor groove of a Watson-Crick double helix.'],1992
4.921331372093094e-05,"GieseK,AmsterdamA,GrosschedlR",['DNA-binding properties of the HMG domain of the lymphoid-specific transcriptional regulator LEF-1.'],1991
4.921331372093094e-05,"LowryC V,CerdánM E,ZitomerR S",['A hypoxic consensus operator and a constitutive activation region regulate the ANB1 gene of Saccharomyces cerevisiae.'],1990
4.921331372093094e-05,"SugimotoA,IinoY,MaedaT,WatanabeY,YamamotoM",['Schizosaccharomyces pombe ste11+ encodes a transcription factor with an HMG motif that is a critical regulator of sexual development.'],1991
4.921331372093094e-05,"van de WeteringM.,OosterwegelM.,DooijesD.,CleversH.","['Identification and cloning of TCF-1, a T lymphocyte-specific transcription factor containing a sequence-specific HMG box.']",1991
4.921331372093094e-05,"WatermanM L,FischerW H,JonesK A",['A thymus-specific member of the HMG protein family regulates the human T cell receptor C alpha enhancer.'],1991
4.921331372093094e-05,"TravisA,AmsterdamA,BelangerC,GrosschedlR","['LEF-1, a gene encoding a lymphoid-specific protein with an HMG domain, regulates T-cell receptor alpha enhancer function [corrected]']",1991
4.921331372093094e-05,"WeirH.M.,KraulisP.J.,HillC.S.,RaineA.R.,LaueE.D.,ThomasJ.O.",['Structure of the HMG box motif in the B-domain of HMG1.'],1993
4.921331372093094e-05,"McStayB,FrazierM W,ReederR H",['xUBF contains a novel dimerization domain essential for RNA polymerase I transcription.'],1991
4.921331372093094e-05,"GoodmanSteven D.,NashHoward A.",['Functional replacement of a protein-induced bend in a DNA recombination site'],1989
4.921331372093094e-05,"JantzenH M,ChowA M,KingD S,TjianR",['Multiple domains of the RNA polymerase I activator hUBF interact with the TATA-binding protein complex hSL1 to mediate transcription.'],1992
4.921331372093094e-05,"KerppolaT K,CurranT",['Selective DNA bending by a variety of bZIP proteins.'],1993
4.921331372093094e-05,NashHoward A.,['Bending and supercoiling of DNA at the attachment site of bacteriophage λ'],1990
4.921331372093094e-05,"HorowitzDavid S.,WangJames C.",['Torsional rigidity of DNA and length dependence of the free energy of DNA supercoiling'],1984
4.921331372093094e-05,"WuHen-Ming,CrothersDonald M.",['The locus of sequence-directed and protein-induced DNA bending'],1984
4.921331372093094e-05,"FisherR.P.,LisowskyT,ParisiM.A.,ClaytonD.A.",['DNA wrapping and bending by a mitochondrial high mobility group-like transcriptional activator protein.'],1992
4.921331372093094e-05,"Hodges-GarciaY,HagermanP J,PettijohnD E",['DNA Ring Closure Mediated by Protein HU'],1989
4.921331372093094e-05,"PaullT T,HaykinsonM J,JohnsonR C",['The nonspecific DNA-binding and -bending proteins HMG1 and HMG2 promote the assembly of complex nucleoprotein structures.'],1993
4.921331372093094e-05,LeidenJeffrey M,['Transcriptional regulation during T-cell development: the α TCR gene as a molecular model'],1992
4.921331372093094e-05,"GieseK.,GrosschedlR.",['LEF-1 contains an activation domain that stimulates transcription only in a specific context of factor-binding sites.'],1993
4.921331372093094e-05,"BellS P,JantzenH M,TjianR",['Assembly of alternative multiprotein complexes directs rRNA promoter selectivity.'],1990
4.921331372093094e-05,"ThanosDimitris,ManiatisTom",['The High Mobility Group protein HMG I(Y) is required for NF-κB-dependent virus induction of the human IFN-β gene'],1992
4.921331372093094e-05,"GoberJ W,ShapiroL","[""A developmentally regulated Caulobacter flagellar promoter is activated by 3' enhancer and IHF binding elements.""]",1992
4.921331372093094e-05,"BellonSteven F.,LippardStephen J.","['Bending studies of DNA site-specifically modified by cisplatin, trans-diamminedichloroplatinum(II) and cis-[Pt(NH3) 2 (N3-cytosine) Cl]+']",1990
4.921331372093094e-05,"TanakaIsao,AppeltKrzysztof,DijkJan,WhiteStephen W.,WilsonKeith S.",['3-Å resolution structure of a protein with histone-like properties in prokaryotes'],1984
4.921331372093094e-05,"KimYoungchang,GeigerJames. H.,HahnSteven,SiglerPaul B.",['Crystal structure of a yeast TBP/TATA-box complex'],1993
4.921331372093094e-05,"PilPieter M.,LippardStephen J.",['Specific Binding of Chromosomal Protein HMG1 to DNA Damaged by the Anticancer Drug Cisplatin'],1992
4.921331372093094e-05,LilleyDavid M. J.,['HMG has DNA wrapped up'],1992
4.921331372093094e-05,LILLEYD,['DNA opens up — supercoiling and heavy breathing'],1988
4.921331372093094e-05,"KimJoseph L.,NikolovDimitar B.,BurleyStephen K.",['Co-crystal structure of TBP recognizing the minor groove of a TATA element'],1993
4.921331372093094e-05,"BianchiMarco E.,BeltrameMonica,PaonessaGiacomo",['Specific Recognition of Cruciform DNA by Nuclear Protein HMG1'],1989
4.921331372093094e-05,"DuWei,ThanosDimitris,ManiatisTom",['Mechanisms of transcriptional synergism between distinct virus-inducible enhancer elements'],1993
4.921331372093094e-05,EcholsHarrison,['Multiple DNA-pRotein Interactions Governing High-Precision DNA Transactions'],1986
4.921331372093094e-05,"GoodwinGraham H.,SandersClive,JohnsErnest W.",['A New Group of Chromatin-Associated Proteins with a High Content of Acidic and Basic Amino Acids'],1973
4.921331372093094e-05,"LandsmanDavid,BustinMichael",['A signature for the HMG-1 box DNA-binding proteins'],1993
4.921331372093094e-05,"BustinMichael,A. LehnDonald,LandsmanDavid",['Structural features of the HMG chromosomal proteins and their genes'],1990
4.921331372093094e-05,"ParisiMelissa A.,ClaytonDavid A.",['Similarity of Human Mitochondrial Transcription Factor 1 to High Mobility Group Proteins'],1991
4.921331372093094e-05,"DiffleyJ.F.,StillmanB",['DNA binding properties of an HMG1-related protein from yeast mitochondria.'],1992
4.9214003140134996e-05,"ChadwickPaul M.,SmythArlene,LiaoLih-Mei",['Improving Self-Esteem in Women Diagnosed with Turner Syndrome: Results of a Pilot Intervention'],2014
4.921541803207485e-05,"ClarkAnn M.,GarlandKristin K.,RussellLonnie D.",['Desert hedgehog (Dhh) Gene Is Required in the Mouse Testis for Formation of Adult-Type Leydig Cells and Normal Development of Peritubular Cells and Seminiferous Tubules'],2000
4.921753608374615e-05,"ROSENWAKSZEV,LEEPETER A.,JONESGEORGEANNA S.,MIGEONCLAUDE J.,WENTZANNE C.",['An Attenuated Form of Congenital Virilizing Adrenal Hyperplasia*'],1979
4.921753608374615e-05,"LinDong,SugawaraTeruo,StraussJerome F.,ClarkBarbara J.,StoccoDouglas M.,SaengerPaul,RogolAlan,MillerWalter L.",['Role of Steroidogenic Acute Regulatory Protein in Adrenal and Gonadal Steroidogenesis'],1995
4.921753608374615e-05,"ButlerGordon Cecil,MarrianGuy Frederic","['THE ISOLATION OF PREGNANE-3,17,20-TRIOL FROM THE URINE OF WOMEN SHOWING THE ADRENOGENITAL SYNDROME']",1937
4.921753608374615e-05,"BONGIOVANNIALFRED M.,EBERLEINWALTER R.,CARAJOSÉ",['STUDIES ON THE METABOLISM OF ADRENAL STEROIDS IN THE ADRENOGENITAL SYNDROME*'],1954
4.921841503992863e-05,Biason-LauberAnna,['Control of sex development'],2010
4.922103153322542e-05,Raman-WilmsL,['Fetal genital effects of first-trimester sex hormone exposure: A meta-analysis'],1995
4.922103153322542e-05,"KristensenPetter,IrgensLorentz M.,AndersenAage,ByeAnne Snellingen,SundheimLeif","['Birth Defects among Offspring of Norwegian Farmers, 1967-1991']",1997
4.922103153322542e-05,"AaronsonIan A.,CakmakMurat A.,KeyLyndon L.",['Defects of the Testosterone Biosynthetic Pathway in Boys With Hypospadias'],1997
4.92216563186463e-05,"SkordisNicos A.,StetkaDaniel G.,MacGillivrayMargaret H.,GreenfieldSaul P.","['Familial 46,XX males coexisting with familial 46,XX true hermaphrodites in same pedigree']",1987
4.92216563186463e-05,"KuhnleU.,SchwarzH. P.,L�hrsU.,Stengel-RuthkowskiS.,CleveH.,BraunA.","['Familial true hermaphroditism: paternal and maternal transmission of true hermaphroditism (46,XX) and XX maleness in the absence of Y-chromosomal sequences']",1993
4.922201184998743e-05,"MostertMarijke,RosenbergCarla,StoopHans,SchuyerMonique,TimmerAlbertus,OosterhuisWolter,LooijengaLeendert",['Comparative Genomic and In Situ Hybridization of Germ Cell Tumors of the Infantile Testis'],2000
4.922201184998743e-05,"WalshThomas J.,GradyRichard W.,PorterMichael P.,LinDaniel W.,WeissNoel S.",['Incidence of testicular germ cell cancers in U.S. children: SEER program experience 1973 to 2000'],2006
4.922201184998743e-05,KerjeanA.,['Establishment of the paternal methylation imprint of the human H19 and MEST/PEG1 genes during spermatogenesis'],2000
4.922201184998743e-05,"WoodsDouglas B.,VousdenKaren H.",['Regulation of p53 Function'],2001
4.922201184998743e-05,"OliverR.T.D.,ShamashJ.,BerneyD.M.,MayerFrank,KersemaekersAnne-Marie,OosterhuisJ. Wolter,BokemeyerCarsten,LooijengaLeendert H.J.",['p53 and MDM2 in Germ Cell Cancer Treatment Response'],2002
4.922201184998743e-05,"WrightWoodring E.,PiatyszekMieczyslaw A.,RaineyWilliam E.,ByrdWilliam,ShayJerry W.",['Telomerase activity in human germline and embryonic tissues and cells'],1996
4.922201184998743e-05,"SchubertS.,SkawranB.,DechendF.,NayerniaK.,MeinhardtA.,NandaI.,SchmidM.,EngelW.,SchmidtkeJ.",['Generation and Characterization of a Transgenic Mouse with a Functional Human TSPY1'],2003
4.922201184998743e-05,"NowakRadoslawa,SikoraKrzysztof,PiętasAgnieszka,SkonecznaIwona,ChrapustaStanislaw J",['Germ cell-like telomeric length homeostasis in nonseminomatous testicular germ cell tumors'],2000
4.922201184998743e-05,"HahnWilliam C.,CounterChristopher M.,LundbergAnte S.,BeijersbergenRoderick L.,BrooksMary W.,WeinbergRobert A.",['Creation of human tumour cells with defined genetic elements'],1999
4.922201184998743e-05,"SchraderM.,HeicappellR.,MüllerM.,KrauseH.,StraubB.,GoesslC.,MillerK.",['Molecular Markers in Testicular Germ Cell Tumors – Objects of Clinical Research or Close to Becoming Clinical Tools?'],2001
